,disaster,disaster_type,date,lgt,lat,severity,highest_severity,moment,file
5088,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001383_post_disaster.json
5089,hurricane-michael,wind,2018-10-13 16:48:15,-85.65302186397439,30.2130731133321,40,destroyed,post,hurricane-michael_00000167_post_disaster.json
5090,socal-fire,fire,2018-11-14 18:42:58,-118.7231392404515,34.03626576810165,7,destroyed,post,socal-fire_00001397_post_disaster.json
5091,socal-fire,fire,2018-11-14 18:42:58,-118.7825919702236,34.03641616521634,1,no-damage,post,socal-fire_00001353_post_disaster.json
5092,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.61209029239811,29.51422960595125,1,Unknown,pre,hurricane-harvey_00000261_pre_disaster.json
5093,socal-fire,fire,2018-10-23 18:51:02,-118.7533953687677,34.17346956813287,1,Unknown,pre,socal-fire_00000530_pre_disaster.json
5094,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.59290005858331,29.4968573027189,1,Unknown,pre,hurricane-harvey_00000316_pre_disaster.json
5095,socal-fire,fire,2018-10-23 18:51:02,-118.7504195367385,34.03502996046903,1,Unknown,pre,socal-fire_00001196_pre_disaster.json
5096,hurricane-michael,wind,2018-10-13 16:48:15,-85.6810376454596,30.17447736009077,24,major-damage,post,hurricane-michael_00000404_post_disaster.json
5097,hurricane-florence,flooding,2018-04-06 15:49:36,-78.0040257649422,34.74847612208711,1,Unknown,pre,hurricane-florence_00000347_pre_disaster.json
5098,santa-rosa-wildfire,fire,2017-05-21 19:19:19,-122.6918819716494,38.50987579338466,1,Unknown,pre,santa-rosa-wildfire_00000308_pre_disaster.json
5099,hurricane-matthew,wind,2013-01-05 16:02:21,-73.79732513039524,18.2102738902616,1,Unknown,pre,hurricane-matthew_00000052_pre_disaster.json
5100,hurricane-florence,flooding,2018-09-18 16:32:47,-78.92725522871271,33.64742053515604,1,no-damage,post,hurricane-florence_00000027_post_disaster.json
5101,socal-fire,fire,2018-11-14 18:42:58,-118.8630547882487,34.12179190823591,1,no-damage,post,socal-fire_00000087_post_disaster.json
5102,socal-fire,fire,2018-10-23 18:51:02,-118.7875624845216,34.10923796577877,1,Unknown,pre,socal-fire_00000916_pre_disaster.json
5103,midwest-flooding,flooding,2019-05-30 17:35:22,,,1,Unknown,post,midwest-flooding_00000093_post_disaster.json
5104,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6899031139117,38.48807739401169,139,destroyed,post,santa-rosa-wildfire_00000344_post_disaster.json
5105,hurricane-florence,flooding,2018-09-20 16:04:41,-77.92474538756102,34.75893826503555,44,major-damage,post,hurricane-florence_00000409_post_disaster.json
5106,socal-fire,fire,2018-10-23 18:50:43,-118.7313699137819,34.10498522969392,1,Unknown,pre,socal-fire_00001080_pre_disaster.json
5107,hurricane-florence,flooding,2018-09-20 16:04:41,-77.93974254715512,34.56770271104772,1,no-damage,post,hurricane-florence_00000059_post_disaster.json
5108,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000578_pre_disaster.json
5109,hurricane-florence,flooding,2018-09-20 16:04:41,-77.9868985275002,34.70484019715694,1,no-damage,post,hurricane-florence_00000304_post_disaster.json
5110,santa-rosa-wildfire,fire,2017-05-21 19:19:19,-122.6465665142668,38.54669699653741,1,Unknown,pre,santa-rosa-wildfire_00000264_pre_disaster.json
5111,hurricane-florence,flooding,2018-04-06 15:49:36,-77.97580785212031,34.74201064548259,1,Unknown,pre,hurricane-florence_00000387_pre_disaster.json
5112,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.41103622370282,29.76309310209245,20,major-damage,post,hurricane-harvey_00000015_post_disaster.json
5113,mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.1483525212411,19.29739467658116,8,destroyed,post,mexico-earthquake_00000059_post_disaster.json
5114,socal-fire,fire,2018-10-23 18:51:21,,,1,Unknown,pre,socal-fire_00000022_pre_disaster.json
5115,hurricane-florence,flooding,2018-09-20 16:04:41,-77.84919325603647,34.61854611445484,11,major-damage,post,hurricane-florence_00000072_post_disaster.json
5116,socal-fire,fire,2018-11-14 18:42:58,-118.823841943255,34.11753722741225,7,destroyed,post,socal-fire_00000771_post_disaster.json
5117,midwest-flooding,flooding,2019-05-31 16:54:31,-92.31863269729506,34.79726393186569,3,major-damage,post,midwest-flooding_00000038_post_disaster.json
5118,hurricane-michael,wind,2017-11-29 16:28:19,-85.6138057834124,30.23297110761868,1,Unknown,pre,hurricane-michael_00000118_pre_disaster.json
5119,hurricane-florence,flooding,2018-04-06 15:49:36,-78.01260170207993,34.67576774877411,1,Unknown,pre,hurricane-florence_00000314_pre_disaster.json
5120,santa-rosa-wildfire,fire,2017-05-21 19:19:19,-122.6425003809352,38.54077553613397,1,Unknown,pre,santa-rosa-wildfire_00000306_pre_disaster.json
5121,socal-fire,fire,2018-11-14 18:42:58,-118.8810156625486,34.11778175722826,1,no-damage,post,socal-fire_00000231_post_disaster.json
5122,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.56191864756683,29.57460513990539,29,minor-damage,post,hurricane-harvey_00000284_post_disaster.json
5123,hurricane-matthew,wind,2013-01-05 16:02:21,-73.77110142468824,18.19659284161582,1,Unknown,pre,hurricane-matthew_00000077_pre_disaster.json
5124,hurricane-michael,wind,2018-10-13 16:48:15,-85.66321177111709,30.21768140326559,20,destroyed,post,hurricane-michael_00000048_post_disaster.json
5125,socal-fire,fire,2018-10-23 18:51:02,-118.8195242509034,34.02057436712725,1,Unknown,pre,socal-fire_00001207_pre_disaster.json
5126,socal-fire,fire,2018-11-14 18:42:58,-118.7157272762303,34.14598179084957,1,no-damage,post,socal-fire_00001251_post_disaster.json
5127,hurricane-harvey,flooding,2017-02-16 17:11:58,,,1,Unknown,pre,hurricane-harvey_00000318_pre_disaster.json
5128,hurricane-matthew,wind,2013-01-05 16:02:21,-73.73538246921152,18.21886111244721,1,Unknown,pre,hurricane-matthew_00000005_pre_disaster.json
5129,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001394_post_disaster.json
5130,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.56138592810206,29.53122959578929,1,Unknown,pre,hurricane-harvey_00000249_pre_disaster.json
5131,hurricane-michael,wind,2017-10-05 16:51:27,-85.71246371606541,30.18680924920474,1,Unknown,pre,hurricane-michael_00000511_pre_disaster.json
5132,hurricane-florence,flooding,2018-09-20 16:04:41,-77.94776942731527,34.62495935677344,4,destroyed,post,hurricane-florence_00000043_post_disaster.json
5133,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7343924315549,38.42167501553882,1,no-damage,post,santa-rosa-wildfire_00000165_post_disaster.json
5134,socal-fire,fire,2018-10-23 18:51:02,-118.7873469456503,34.0257101233022,1,Unknown,pre,socal-fire_00001054_pre_disaster.json
5135,santa-rosa-wildfire,fire,2017-05-21 19:19:19,-122.6949766654122,38.46726917796682,1,Unknown,pre,santa-rosa-wildfire_00000304_pre_disaster.json
5136,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.41892759278316,29.75227400993557,1,no-damage,post,hurricane-harvey_00000025_post_disaster.json
5137,santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7099082174517,38.40908648043655,1,Unknown,pre,santa-rosa-wildfire_00000224_pre_disaster.json
5138,midwest-flooding,flooding,2019-01-26 17:16:23,,,1,Unknown,pre,midwest-flooding_00000209_pre_disaster.json
5139,hurricane-matthew,wind,2013-06-09 15:51:17,-74.10776829510252,18.635487476997,1,Unknown,pre,hurricane-matthew_00000310_pre_disaster.json
5140,socal-fire,fire,2018-10-23 18:51:02,-118.7667569202225,34.14196876865198,1,Unknown,pre,socal-fire_00000586_pre_disaster.json
5141,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.57837548572321,29.99057410517182,1,Unknown,pre,hurricane-harvey_00000519_pre_disaster.json
5142,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000383_pre_disaster.json
5143,hurricane-florence,flooding,2018-04-06 15:49:36,-77.90764031917335,34.81036474233253,1,Unknown,pre,hurricane-florence_00000538_pre_disaster.json
5144,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000474_post_disaster.json
5145,palu-tsunami,tsunami,2018-10-01 02:26:02,119.8649062333667,-0.8972909125964619,1,no-damage,post,palu-tsunami_00000140_post_disaster.json
5146,midwest-flooding,flooding,2019-01-26 17:17:36,-92.37269701796642,34.78410341290186,1,Unknown,pre,midwest-flooding_00000019_pre_disaster.json
5147,midwest-flooding,flooding,2019-05-30 17:35:04,-96.2765135956911,36.14296430347958,50,destroyed,post,midwest-flooding_00000340_post_disaster.json
5148,socal-fire,fire,2018-10-23 18:51:02,-118.810490174301,34.09902370515089,1,Unknown,pre,socal-fire_00000679_pre_disaster.json
5149,hurricane-michael,wind,2017-11-29 16:28:19,-85.62817918455684,30.1513975267243,1,Unknown,pre,hurricane-michael_00000230_pre_disaster.json
5150,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000377_post_disaster.json
5151,hurricane-michael,wind,2017-11-29 16:28:19,-85.65733491091707,30.2963848101549,1,Unknown,pre,hurricane-michael_00000308_pre_disaster.json
5152,midwest-flooding,flooding,2019-01-26 17:16:23,-96.2749207183683,36.2005676547241,1,Unknown,pre,midwest-flooding_00000272_pre_disaster.json
5153,socal-fire,fire,2018-10-23 18:51:02,-118.772465939851,34.05997221064337,1,Unknown,pre,socal-fire_00001113_pre_disaster.json
5154,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.62901728040632,29.98063898190508,1,no-damage,post,hurricane-harvey_00000307_post_disaster.json
5155,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000282_pre_disaster.json
5156,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.63773349177266,29.53268965983395,35,destroyed,post,hurricane-harvey_00000071_post_disaster.json
5157,socal-fire,fire,2018-10-23 18:51:02,-118.85550337266,34.03552290847041,1,Unknown,pre,socal-fire_00000286_pre_disaster.json
5158,hurricane-matthew,wind,2013-01-05 16:02:21,-73.7695062735721,18.22258352449423,1,Unknown,pre,hurricane-matthew_00000066_pre_disaster.json
5159,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6986641436975,38.51465698822079,23,destroyed,post,santa-rosa-wildfire_00000174_post_disaster.json
5160,socal-fire,fire,2018-11-14 18:42:58,-118.7528144112064,34.12688393500035,1,no-damage,post,socal-fire_00000541_post_disaster.json
5161,midwest-flooding,flooding,2019-05-31 16:54:31,-92.30980083644862,34.7753362929424,1,no-damage,post,midwest-flooding_00000036_post_disaster.json
5162,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000175_post_disaster.json
5163,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.57581437111061,29.72805594520934,1,Unknown,pre,hurricane-harvey_00000423_pre_disaster.json
5164,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.61662875555214,29.85312316000538,1,Unknown,pre,hurricane-harvey_00000502_pre_disaster.json
5165,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.61169402381005,29.75636130919951,1,Unknown,pre,hurricane-harvey_00000451_pre_disaster.json
5166,hurricane-matthew,wind,2013-06-09 15:51:17,-74.14764723788241,18.5478352577821,1,Unknown,pre,hurricane-matthew_00000223_pre_disaster.json
5167,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.65234252520706,29.53290055691254,1,Unknown,pre,hurricane-harvey_00000066_pre_disaster.json
5168,socal-fire,fire,2018-11-14 18:42:58,-118.7163436000768,34.08801519636536,1,no-damage,post,socal-fire_00001365_post_disaster.json
5169,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.57180709000363,29.7871853993666,3,minor-damage,post,hurricane-harvey_00000375_post_disaster.json
5170,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.61294989972357,29.77290259158602,1,no-damage,post,hurricane-harvey_00000397_post_disaster.json
5171,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.55951302643255,29.49094593851419,16,destroyed,post,hurricane-harvey_00000291_post_disaster.json
5172,mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.2177653050982,19.33398917394732,1,no-damage,post,mexico-earthquake_00000009_post_disaster.json
5173,midwest-flooding,flooding,2019-01-26 17:16:23,-96.38546036453003,36.09393091931755,1,Unknown,pre,midwest-flooding_00000416_pre_disaster.json
5174,hurricane-matthew,wind,2016-10-01 15:29:45,-73.7929371405875,18.20181337682882,75,minor-damage,post,hurricane-matthew_00000080_post_disaster.json
5175,midwest-flooding,flooding,2019-05-30 17:35:04,-96.29845712082447,36.15196837974107,6,minor-damage,post,midwest-flooding_00000347_post_disaster.json
5176,hurricane-florence,flooding,2018-09-20 16:04:41,-77.9127550688087,34.78908083124445,47,major-damage,post,hurricane-florence_00000450_post_disaster.json
5177,socal-fire,fire,2018-10-23 18:50:43,-118.7136764076163,34.09455429569205,1,Unknown,pre,socal-fire_00001375_pre_disaster.json
5178,midwest-flooding,flooding,2019-05-30 17:35:04,-96.31114018263716,36.11888970692208,1,no-damage,post,midwest-flooding_00000377_post_disaster.json
5179,midwest-flooding,flooding,2019-05-30 17:35:04,-96.24622609423356,35.97802073484449,1,no-damage,post,midwest-flooding_00000388_post_disaster.json
5180,hurricane-michael,wind,2017-11-29 16:28:19,-85.65415100633824,30.28764767237692,1,Unknown,pre,hurricane-michael_00000322_pre_disaster.json
5181,socal-fire,fire,2018-10-23 18:50:43,-118.7202840038233,34.03153873043846,1,Unknown,pre,socal-fire_00001241_pre_disaster.json
5182,hurricane-matthew,wind,2016-10-11 15:59:14,,,1,Unknown,post,hurricane-matthew_00000269_post_disaster.json
5183,hurricane-florence,flooding,2018-04-06 15:49:36,-77.85368994945742,34.57141660280337,1,Unknown,pre,hurricane-florence_00000219_pre_disaster.json
5184,midwest-flooding,flooding,2019-05-30 17:35:22,-96.23485862701541,36.20931390917812,1,no-damage,post,midwest-flooding_00000316_post_disaster.json
5185,hurricane-florence,flooding,2018-04-06 15:49:36,-77.9966679335302,34.77190309287958,1,Unknown,pre,hurricane-florence_00000403_pre_disaster.json
5186,santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.6984661806635,38.52014142437836,1,Unknown,pre,santa-rosa-wildfire_00000067_pre_disaster.json
5187,mexico-earthquake,earthquake,2017-06-15 17:16:42,-99.18827714115024,19.41357453636769,1,Unknown,pre,mexico-earthquake_00000040_pre_disaster.json
5188,socal-fire,fire,2018-11-14 18:42:58,-118.8563289884159,34.11079267073961,7,destroyed,post,socal-fire_00000116_post_disaster.json
5189,midwest-flooding,flooding,2019-05-30 17:35:04,-96.35941195330905,36.21067315696548,8,destroyed,post,midwest-flooding_00000244_post_disaster.json
5190,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.61157084661971,29.84885854726583,192,major-damage,post,hurricane-harvey_00000474_post_disaster.json
5191,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6842511382318,38.55907601426961,43,destroyed,post,santa-rosa-wildfire_00000254_post_disaster.json
5192,hurricane-florence,flooding,2018-04-06 15:49:36,-78.00124065804258,34.63638079698789,1,Unknown,pre,hurricane-florence_00000372_pre_disaster.json
5193,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000689_pre_disaster.json
5194,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.58119262444154,29.47117931675849,11,major-damage,post,hurricane-harvey_00000332_post_disaster.json
5195,hurricane-michael,wind,2017-11-29 16:28:19,-85.64063656747962,30.23043983937574,1,Unknown,pre,hurricane-michael_00000077_pre_disaster.json
5196,santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7516841034826,38.4837150238977,1,Unknown,pre,santa-rosa-wildfire_00000084_pre_disaster.json
5197,hurricane-matthew,wind,2013-01-05 16:02:21,-73.75685627067377,18.21843368857975,1,Unknown,pre,hurricane-matthew_00000079_pre_disaster.json
5198,santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7181527609464,38.54272155843093,1,Unknown,pre,santa-rosa-wildfire_00000229_pre_disaster.json
5199,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.66089877506222,29.99442499284755,1,un-classified,post,hurricane-harvey_00000204_post_disaster.json
5200,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.61424217824906,29.98555750591767,1,no-damage,post,hurricane-harvey_00000515_post_disaster.json
5201,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000361_post_disaster.json
5202,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7307246534639,38.54000464586489,1,no-damage,post,santa-rosa-wildfire_00000221_post_disaster.json
5203,mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.22305212076203,19.35911352235104,1,no-damage,post,mexico-earthquake_00000007_post_disaster.json
5204,hurricane-florence,flooding,2018-09-20 16:04:41,-77.99998121387065,34.72586502078055,10,major-damage,post,hurricane-florence_00000359_post_disaster.json
5205,hurricane-matthew,wind,2013-06-09 15:51:17,-74.14203375869461,18.59256354576366,1,Unknown,pre,hurricane-matthew_00000186_pre_disaster.json
5206,socal-fire,fire,2018-10-23 18:51:02,-118.7953396774114,34.08340862884547,1,Unknown,pre,socal-fire_00001165_pre_disaster.json
5207,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000336_pre_disaster.json
5208,palu-tsunami,tsunami,2018-10-01 02:26:02,119.8819398899459,-0.8547918560008894,13,destroyed,post,palu-tsunami_00000133_post_disaster.json
5209,hurricane-michael,wind,2018-10-13 16:48:15,-85.657010133562,30.15742698413929,48,major-damage,post,hurricane-michael_00000284_post_disaster.json
5210,mexico-earthquake,earthquake,2017-01-04 17:31:25,-99.21944301041432,19.28665688898876,1,Unknown,pre,mexico-earthquake_00000100_pre_disaster.json
5211,socal-fire,fire,2018-10-23 18:51:02,-118.8759179856908,34.12001242388416,1,Unknown,pre,socal-fire_00000065_pre_disaster.json
5212,hurricane-michael,wind,2018-10-13 16:48:15,-85.69287688468509,30.1656941980033,27,major-damage,post,hurricane-michael_00000446_post_disaster.json
5213,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000787_pre_disaster.json
5214,socal-fire,fire,2018-11-14 18:42:58,-118.7840100999962,34.03373787374042,4,major-damage,post,socal-fire_00001105_post_disaster.json
5215,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000278_post_disaster.json
5216,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.59147718755487,29.49817417548095,20,major-damage,post,hurricane-harvey_00000268_post_disaster.json
5217,hurricane-matthew,wind,2013-06-09 15:51:17,-74.1423009174966,18.58338211238762,1,Unknown,pre,hurricane-matthew_00000213_pre_disaster.json
5218,hurricane-florence,flooding,2018-04-06 15:49:36,-77.83779772944928,34.61133253242953,1,Unknown,pre,hurricane-florence_00000180_pre_disaster.json
5219,hurricane-michael,wind,2017-11-29 16:28:19,-85.6500604612358,30.14874605164696,1,Unknown,pre,hurricane-michael_00000273_pre_disaster.json
5220,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.57774622667553,29.79148755316585,1,no-damage,post,hurricane-harvey_00000430_post_disaster.json
5221,socal-fire,fire,2018-10-23 18:51:02,-118.8557123260297,34.12705400208331,1,Unknown,pre,socal-fire_00000135_pre_disaster.json
5222,midwest-flooding,flooding,2019-05-30 17:35:04,-96.30878619056845,36.24668301118203,1,no-damage,post,midwest-flooding_00000166_post_disaster.json
5223,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000113_pre_disaster.json
5224,midwest-flooding,flooding,2019-05-30 17:35:04,-96.33872260994168,36.09339475743432,2,minor-damage,post,midwest-flooding_00000429_post_disaster.json
5225,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001396_post_disaster.json
5226,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00001108_pre_disaster.json
5227,socal-fire,fire,2018-10-23 18:51:21,-118.9235965311549,34.14520445826717,1,Unknown,pre,socal-fire_00000252_pre_disaster.json
5228,hurricane-michael,wind,2018-10-13 16:48:15,-85.61401658335883,30.16083518018807,64,destroyed,post,hurricane-michael_00000267_post_disaster.json
5229,socal-fire,fire,2018-10-23 18:51:02,-118.7952132771571,34.10450936949498,1,Unknown,pre,socal-fire_00000715_pre_disaster.json
5230,socal-fire,fire,2018-10-23 18:50:43,,,1,Unknown,pre,socal-fire_00001256_pre_disaster.json
5231,hurricane-michael,wind,2018-10-13 16:48:15,-85.64908919528561,30.20886689659803,28,destroyed,post,hurricane-michael_00000059_post_disaster.json
5232,socal-fire,fire,2018-11-14 18:42:58,-118.8920081011649,34.04618056550233,15,destroyed,post,socal-fire_00000620_post_disaster.json
5233,hurricane-michael,wind,2018-10-13 16:48:15,-85.61194877927076,30.16556761761679,94,destroyed,post,hurricane-michael_00000162_post_disaster.json
5234,socal-fire,fire,2018-10-23 18:51:21,-118.9351183979087,34.05188492884677,1,Unknown,pre,socal-fire_00000819_pre_disaster.json
5235,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000175_pre_disaster.json
5236,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000352_pre_disaster.json
5237,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.62255462731387,29.86752031151497,34,minor-damage,post,hurricane-harvey_00000478_post_disaster.json
5238,guatemala-volcano,volcano,2018-06-22 16:55:40,-90.88116681102588,14.38602838237277,1,no-damage,post,guatemala-volcano_00000027_post_disaster.json
5239,midwest-flooding,flooding,2019-01-26 17:16:23,-96.35022739414455,36.12305655036049,1,Unknown,pre,midwest-flooding_00000308_pre_disaster.json
5240,hurricane-matthew,wind,2016-10-09 15:32:03,-73.76174711293626,18.18123084130599,121,destroyed,post,hurricane-matthew_00000097_post_disaster.json
5241,socal-fire,fire,2018-10-23 18:50:43,,,1,Unknown,pre,socal-fire_00001402_pre_disaster.json
5242,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.67684236399069,29.88590272037557,1,no-damage,post,hurricane-harvey_00000178_post_disaster.json
5243,palu-tsunami,tsunami,2017-01-24 02:18:34,119.8546796382846,-0.7040534012911106,1,Unknown,pre,palu-tsunami_00000005_pre_disaster.json
5244,hurricane-florence,flooding,2018-09-20 16:04:41,-77.868626641853,34.79280705345357,9,major-damage,post,hurricane-florence_00000513_post_disaster.json
5245,hurricane-michael,wind,2017-11-29 16:28:19,,,1,Unknown,pre,hurricane-michael_00000244_pre_disaster.json
5246,hurricane-florence,flooding,2018-04-06 15:49:36,-77.99442323652477,34.72608566686517,1,Unknown,pre,hurricane-florence_00000360_pre_disaster.json
5247,hurricane-matthew,wind,2013-06-09 15:51:17,-74.1510151051761,18.57157175337367,1,Unknown,pre,hurricane-matthew_00000212_pre_disaster.json
5248,socal-fire,fire,2018-10-23 18:51:02,-118.8779825071514,34.03831507437018,1,Unknown,pre,socal-fire_00000606_pre_disaster.json
5249,guatemala-volcano,volcano,2018-02-05 17:10:04,-90.83159786045364,14.40131904102645,1,Unknown,pre,guatemala-volcano_00000017_pre_disaster.json
5250,socal-fire,fire,2018-10-23 18:51:02,-118.7831976498594,34.0533247752696,1,Unknown,pre,socal-fire_00000805_pre_disaster.json
5251,socal-fire,fire,2018-10-23 18:51:02,-118.8091054435909,34.03055267847289,1,Unknown,pre,socal-fire_00001035_pre_disaster.json
5252,socal-fire,fire,2018-10-23 18:50:43,-118.7149417393357,34.10709914086105,1,Unknown,pre,socal-fire_00001318_pre_disaster.json
5253,hurricane-matthew,wind,2016-10-01 15:29:45,-73.75945755537205,18.23222331669513,15,minor-damage,post,hurricane-matthew_00000007_post_disaster.json
5254,mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.21081806740727,19.2947802529645,6,major-damage,post,mexico-earthquake_00000084_post_disaster.json
5255,socal-fire,fire,2018-10-23 18:51:02,-118.8383233154983,34.12985266651359,1,Unknown,pre,socal-fire_00000237_pre_disaster.json
5256,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.64544054551898,29.7739697518728,1,Unknown,pre,hurricane-harvey_00000197_pre_disaster.json
5257,hurricane-florence,flooding,2018-09-20 16:04:41,-77.92691709923568,34.60559065418771,1,no-damage,post,hurricane-florence_00000044_post_disaster.json
5258,hurricane-michael,wind,2018-10-13 16:48:15,-85.64200240708544,30.28822947105265,11,destroyed,post,hurricane-michael_00000351_post_disaster.json
5259,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.6248989941053,29.76904118108672,1,Unknown,pre,hurricane-harvey_00000455_pre_disaster.json
5260,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000372_pre_disaster.json
5261,palu-tsunami,tsunami,2017-11-04 02:53:13,119.7995020190507,-0.7902744312373666,1,Unknown,pre,palu-tsunami_00000000_pre_disaster.json
5262,socal-fire,fire,2018-10-23 18:50:43,,,1,Unknown,pre,socal-fire_00001396_pre_disaster.json
5263,midwest-flooding,flooding,2019-05-30 17:35:04,-96.28653393891165,36.19510532324836,1,no-damage,post,midwest-flooding_00000259_post_disaster.json
5264,socal-fire,fire,2018-11-14 18:42:58,-118.7446989957246,34.06199234204874,1,no-damage,post,socal-fire_00000960_post_disaster.json
5265,hurricane-florence,flooding,2018-09-20 16:04:41,-77.92010476749914,34.77240835660119,123,major-damage,post,hurricane-florence_00000433_post_disaster.json
5266,santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.756971187649,38.47545561970534,1,Unknown,pre,santa-rosa-wildfire_00000058_pre_disaster.json
5267,palu-tsunami,tsunami,2017-07-12 02:27:03,119.8848157291225,-0.8555685669150999,1,Unknown,pre,palu-tsunami_00000177_pre_disaster.json
5268,hurricane-matthew,wind,2013-06-09 15:51:17,-74.13421987726474,18.55500557048151,1,Unknown,pre,hurricane-matthew_00000332_pre_disaster.json
5269,midwest-flooding,flooding,2019-01-26 17:16:23,-96.23917683404738,36.19688620895424,1,Unknown,pre,midwest-flooding_00000322_pre_disaster.json
5270,palu-tsunami,tsunami,2017-07-12 02:27:03,119.8848157291225,-0.8555685669150831,1,Unknown,pre,palu-tsunami_00000174_pre_disaster.json
5271,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7466156534574,38.50925602750893,127,destroyed,post,santa-rosa-wildfire_00000098_post_disaster.json
5272,hurricane-florence,flooding,2018-09-20 16:04:41,-78.02023029573942,34.67599766549635,2,minor-damage,post,hurricane-florence_00000306_post_disaster.json
5273,socal-fire,fire,2018-10-23 18:50:43,-118.7258033913247,34.13035375137731,1,Unknown,pre,socal-fire_00001162_pre_disaster.json
5274,hurricane-michael,wind,2018-10-13 16:48:15,-85.63321639123139,30.21836084752568,77,destroyed,post,hurricane-michael_00000210_post_disaster.json
5275,hurricane-michael,wind,2018-10-13 16:48:15,-85.62986848505975,30.18438891478818,31,destroyed,post,hurricane-michael_00000156_post_disaster.json
5276,socal-fire,fire,2018-10-23 18:50:43,-118.7157272762279,34.14598179085074,1,Unknown,pre,socal-fire_00001251_pre_disaster.json
5277,socal-fire,fire,2018-11-14 18:42:58,-118.8197580289809,34.10010402168089,10,destroyed,post,socal-fire_00000671_post_disaster.json
5278,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.61153414384033,29.84744913650945,191,destroyed,post,hurricane-harvey_00000500_post_disaster.json
5279,hurricane-michael,wind,2018-10-13 16:48:15,-85.65962082388467,30.24999197688976,15,destroyed,post,hurricane-michael_00000416_post_disaster.json
5280,hurricane-matthew,wind,2016-10-10 16:04:56,-74.14241249479791,18.55268744012398,57,destroyed,post,hurricane-matthew_00000322_post_disaster.json
