disaster,disaster_type,date,lgt,lat,severity,highest_severity,moment,file
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000267_pre_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.63891197611972,30.29501163281272,1,Unknown,pre,hurricane-michael_00000320_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.93509488038075,34.67477300601919,1,Unknown,pre,hurricane-florence_00000287_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,,,1,Unknown,pre,midwest-flooding_00000158_pre_disaster.json
mexico-earthquake,earthquake,2017-01-04 17:31:25,-99.15126916268687,19.33347017782538,1,Unknown,pre,mexico-earthquake_00000050_pre_disaster.json
palu-tsunami,tsunami,2018-10-01 02:26:02,119.9087705582749,-0.9898415941125857,90,destroyed,post,palu-tsunami_00000192_post_disaster.json
socal-fire,fire,2018-10-23 18:50:43,,,1,Unknown,pre,socal-fire_00001327_pre_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:21,-95.4855786423896,29.77917668118262,1,Unknown,pre,hurricane-harvey_00000004_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8116993646462,34.07465719854477,22,destroyed,post,socal-fire_00001217_post_disaster.json
hurricane-matthew,wind,2016-10-10 16:04:56,-74.12523969017903,18.55780824625347,49,destroyed,post,hurricane-matthew_00000255_post_disaster.json
hurricane-matthew,wind,2016-10-01 15:29:45,,,1,Unknown,post,hurricane-matthew_00000109_post_disaster.json
hurricane-matthew,wind,2016-10-01 15:29:45,-73.77176578623884,18.21449100842578,317,minor-damage,post,hurricane-matthew_00000024_post_disaster.json
palu-tsunami,tsunami,2017-01-24 02:18:34,119.8681533688852,-0.7904094407958769,1,Unknown,pre,palu-tsunami_00000013_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.36461568817046,36.16928989517906,1,Unknown,pre,midwest-flooding_00000295_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.33904762925066,36.20144728963557,1,no-damage,post,midwest-flooding_00000245_post_disaster.json
mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.19211319649308,19.25944929915428,1,no-damage,post,mexico-earthquake_00000175_post_disaster.json
palu-tsunami,tsunami,2017-01-24 02:18:34,119.8819576008711,-0.8415590426723119,1,Unknown,pre,palu-tsunami_00000075_pre_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7705214396624,38.48775427177841,1,Unknown,pre,santa-rosa-wildfire_00000139_pre_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6638830660191,38.46763690482724,1,no-damage,post,santa-rosa-wildfire_00000363_post_disaster.json
santa-rosa-wildfire,fire,2017-05-21 19:19:19,-122.6509309133304,38.53323927230998,1,Unknown,pre,santa-rosa-wildfire_00000307_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.36604249101252,36.15651069309099,1,no-damage,post,midwest-flooding_00000260_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.54194788982564,29.75771202476979,148,destroyed,post,hurricane-harvey_00000450_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000808_post_disaster.json
palu-tsunami,tsunami,2017-01-24 02:18:34,119.8543627289638,-0.8882159515104984,1,Unknown,pre,palu-tsunami_00000078_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.756355095518,34.13654869329901,1,no-damage,post,socal-fire_00000814_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000736_pre_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.62947517708551,30.2506000755197,1,Unknown,pre,hurricane-michael_00000445_pre_disaster.json
socal-fire,fire,2018-10-23 18:50:43,-118.7255720547439,34.1301313812819,1,Unknown,pre,socal-fire_00001173_pre_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7225272099935,38.50554371359885,1,Unknown,pre,santa-rosa-wildfire_00000127_pre_disaster.json
socal-fire,fire,2018-10-23 18:50:43,,,1,Unknown,pre,socal-fire_00001209_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.91138666974332,34.63734867894231,1,no-damage,post,hurricane-florence_00000305_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8194827862031,34.08425525729199,10,destroyed,post,socal-fire_00001097_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.7912392287461,34.02599317612916,1,Unknown,pre,socal-fire_00001044_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000324_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8206398402898,34.03401821785759,211,destroyed,post,socal-fire_00001014_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8747396241845,34.11886603858694,1,Unknown,pre,socal-fire_00000071_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001239_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.7854374892676,34.08568666348386,1,Unknown,pre,socal-fire_00000954_pre_disaster.json
mexico-earthquake,earthquake,2017-01-04 17:31:25,-99.16237111728041,19.26874138310266,1,Unknown,pre,mexico-earthquake_00000123_pre_disaster.json
guatemala-volcano,volcano,2018-06-22 16:55:40,-90.832067814151,14.42973661152615,35,destroyed,post,guatemala-volcano_00000004_post_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.64806946523257,30.22892972710037,1,Unknown,pre,hurricane-michael_00000171_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.7843483355186,34.0300145492391,1,Unknown,pre,socal-fire_00001311_pre_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.63065359681521,29.62233619499538,1,Unknown,pre,hurricane-harvey_00000086_pre_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.60190284315007,29.76949586070516,1,Unknown,pre,hurricane-harvey_00000475_pre_disaster.json
hurricane-harvey,flooding,2017-08-31 17:39:25,-95.36602611430308,30.03368901355889,34,destroyed,post,hurricane-harvey_00000031_post_disaster.json
mexico-earthquake,earthquake,2017-01-04 17:31:25,-99.1921131964931,19.25944929915428,1,Unknown,pre,mexico-earthquake_00000175_pre_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.61608815209678,29.76134031151972,1,Unknown,pre,hurricane-harvey_00000385_pre_disaster.json
hurricane-matthew,wind,2013-06-09 15:51:17,-74.11484724306376,18.55392427437172,1,Unknown,pre,hurricane-matthew_00000357_pre_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.67906881170524,30.11590937478877,8,destroyed,post,hurricane-michael_00000376_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.63462900998792,29.74473784977235,1,no-damage,post,hurricane-harvey_00000175_post_disaster.json
socal-fire,fire,2018-10-23 18:50:43,,,1,Unknown,pre,socal-fire_00001212_pre_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.70718779401,38.53101595604579,1,Unknown,pre,santa-rosa-wildfire_00000083_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.93159233707303,34.66975076797852,1,Unknown,pre,hurricane-florence_00000207_pre_disaster.json
hurricane-matthew,wind,2016-10-10 16:04:56,-74.10073328250964,18.55120438828364,20,destroyed,post,hurricane-matthew_00000288_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00001294_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001306_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000452_pre_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.56718434066565,29.76548276810436,1,Unknown,pre,hurricane-harvey_00000421_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.24550178857594,36.15240891545685,1,Unknown,pre,midwest-flooding_00000364_pre_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7603456396077,38.47946203776119,1,Unknown,pre,santa-rosa-wildfire_00000150_pre_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.673711186161,38.51308490014378,16,destroyed,post,santa-rosa-wildfire_00000317_post_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6509309133304,38.53323927230998,27,destroyed,post,santa-rosa-wildfire_00000307_post_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.8728466859916,34.64717235924706,1,Unknown,pre,hurricane-florence_00000220_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.26844575161728,36.26678843971416,1,Unknown,pre,midwest-flooding_00000163_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000918_post_disaster.json
palu-tsunami,tsunami,2017-01-24 02:18:34,119.8361454834212,-0.8789037920470463,1,Unknown,pre,palu-tsunami_00000060_pre_disaster.json
hurricane-matthew,wind,2016-10-10 16:04:56,-74.15140670209847,18.5476036708631,30,destroyed,post,hurricane-matthew_00000315_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.63065359683688,29.62233619498515,9,minor-damage,post,hurricane-harvey_00000086_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000437_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000802_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.34534432845379,36.26104011358826,1,Unknown,pre,midwest-flooding_00000124_pre_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.63532455635566,30.1783602865714,30,destroyed,post,hurricane-michael_00000229_post_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.38345829157853,36.24633323366236,1,Unknown,pre,midwest-flooding_00000147_pre_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.63006339477819,29.52493722016375,1,Unknown,pre,hurricane-harvey_00000050_pre_disaster.json
hurricane-matthew,wind,2013-01-05 16:02:21,-73.7457804636493,18.21427529588758,1,Unknown,pre,hurricane-matthew_00000038_pre_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7066950356541,38.43602965235116,1,no-damage,post,santa-rosa-wildfire_00000194_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8859024431555,34.10421453081995,4,destroyed,post,socal-fire_00000123_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001314_post_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,,,1,Unknown,pre,midwest-flooding_00000089_pre_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.66597240039208,30.21134968036542,1,Unknown,pre,hurricane-michael_00000140_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.91951435647876,34.55814039168347,1,Unknown,pre,hurricane-florence_00000202_pre_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.61825187704966,30.21641516582467,1,Unknown,pre,hurricane-michael_00000114_pre_disaster.json
hurricane-matthew,wind,2013-01-05 16:02:21,-73.78693805703163,18.20772196605912,1,Unknown,pre,hurricane-matthew_00000025_pre_disaster.json
palu-tsunami,tsunami,2018-10-01 02:26:02,119.8385317157882,-0.9108933629560224,358,destroyed,post,palu-tsunami_00000063_post_disaster.json
palu-tsunami,tsunami,2017-01-24 02:18:34,119.8820844712045,-0.8197835587038826,1,Unknown,pre,palu-tsunami_00000031_pre_disaster.json
palu-tsunami,tsunami,2017-01-24 02:18:34,119.8828126027587,-0.8181789946625442,1,Unknown,pre,palu-tsunami_00000055_pre_disaster.json
palu-tsunami,tsunami,2018-10-01 02:26:02,119.8787961020153,-0.804785246557168,189,destroyed,post,palu-tsunami_00000029_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000816_pre_disaster.json
palu-tsunami,tsunami,2018-10-01 02:26:02,119.8828113326846,-0.8181795894318877,1,no-damage,post,palu-tsunami_00000055_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000181_post_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.6292952367979,30.20275787250158,1,Unknown,pre,hurricane-michael_00000190_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,,,1,Unknown,post,midwest-flooding_00000149_post_disaster.json
mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.164123400557,19.37013862752169,1,no-damage,post,mexico-earthquake_00000056_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000761_post_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.28801314893977,36.1901314201375,1,Unknown,pre,midwest-flooding_00000297_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.84722206153756,34.59587865910887,7,major-damage,post,hurricane-florence_00000130_post_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,,,1,Unknown,pre,midwest-flooding_00000097_pre_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.6177099765052,29.78988763317686,1,Unknown,pre,hurricane-harvey_00000399_pre_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.63756554197005,30.15126202015192,1,Unknown,pre,hurricane-michael_00000213_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.85234328902258,34.55341237417746,1,Unknown,pre,hurricane-florence_00000175_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:21,-118.9257577877456,34.07815003044646,1,Unknown,pre,socal-fire_00000582_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.96359572901032,34.68846733421946,1,Unknown,pre,hurricane-florence_00000246_pre_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.76162752555575,30.18393672294234,2,minor-damage,post,hurricane-michael_00000493_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8186508211317,34.1430996164115,1,Unknown,pre,socal-fire_00000490_pre_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.55959564406605,29.46383255200751,23,major-damage,post,hurricane-harvey_00000306_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.60166224457845,29.76950056079247,239,major-damage,post,hurricane-harvey_00000475_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.88118946010609,34.6471171364081,5,major-damage,post,hurricane-florence_00000271_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.7622242888133,34.03009991457466,1,Unknown,pre,socal-fire_00001360_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:17:36,-92.34081681966519,34.74392123986573,1,Unknown,pre,midwest-flooding_00000069_pre_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.63073106501314,29.86705752467814,1,Unknown,pre,hurricane-harvey_00000117_pre_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.6146806321742,30.08226095480747,1,Unknown,pre,hurricane-michael_00000006_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000132_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8306648976557,34.07742209032536,7,destroyed,post,socal-fire_00000119_post_disaster.json
mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.21199735469825,19.29950040331264,1,no-damage,post,mexico-earthquake_00000016_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.64492168760242,29.62209435139064,5,minor-damage,post,hurricane-harvey_00000083_post_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7335855201325,38.50589483941963,117,destroyed,post,santa-rosa-wildfire_00000115_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.66406970009349,30.20060994847295,41,destroyed,post,hurricane-michael_00000132_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.86522026673596,34.62553983738744,11,major-damage,post,hurricane-florence_00000081_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00001190_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000140_post_disaster.json
hurricane-matthew,wind,2016-10-01 15:29:45,-73.75969784423224,18.21395740370104,366,minor-damage,post,hurricane-matthew_00000087_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000324_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.35520914020769,36.15704117358343,2,minor-damage,post,midwest-flooding_00000262_post_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.694009755528,38.49221799596634,226,destroyed,post,santa-rosa-wildfire_00000342_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8012679824385,34.06413982968153,10,destroyed,post,socal-fire_00001201_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8151784118309,34.1304686105838,1,Unknown,pre,socal-fire_00000627_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8820085908531,34.0832944575304,1,Unknown,pre,socal-fire_00000459_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8910295978781,34.12039113575538,1,Unknown,pre,socal-fire_00000054_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.98395235713832,34.70009369497262,1,no-damage,post,hurricane-florence_00000243_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.87469726454484,34.61021018959684,30,destroyed,post,hurricane-florence_00000035_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8935359234726,34.12640543880774,1,no-damage,post,socal-fire_00000068_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.64438212289949,30.27683724817622,13,destroyed,post,hurricane-michael_00000321_post_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.89004711040776,34.78935511205842,1,Unknown,pre,hurricane-florence_00000391_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000523_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.9166101829066,34.04752353675521,7,destroyed,post,socal-fire_00000562_post_disaster.json
mexico-earthquake,earthquake,2017-01-04 17:31:25,-99.15575515550928,19.29602649367737,1,Unknown,pre,mexico-earthquake_00000051_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.34739181212603,36.17289335196131,1,no-damage,post,midwest-flooding_00000261_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.61480805287812,30.09456913246585,1,no-damage,post,hurricane-michael_00000007_post_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7043520248072,38.4832126605579,1,Unknown,pre,santa-rosa-wildfire_00000122_pre_disaster.json
hurricane-matthew,wind,2013-06-09 15:51:17,-74.1560762519466,18.64859313782203,1,Unknown,pre,hurricane-matthew_00000246_pre_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.63874574523497,30.22173848195235,22,destroyed,post,hurricane-michael_00000201_post_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.6192095087151,30.14629143831403,1,Unknown,pre,hurricane-michael_00000026_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-78.00909713740688,34.71872336302613,1,Unknown,pre,hurricane-florence_00000358_pre_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.6301052855479,30.17155146469565,58,destroyed,post,hurricane-michael_00000298_post_disaster.json
palu-tsunami,tsunami,2018-10-01 02:26:02,119.881825441604,-0.8511271270886492,212,destroyed,post,palu-tsunami_00000130_post_disaster.json
mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.14875051256138,19.30017587894193,1,no-damage,post,mexico-earthquake_00000137_post_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.90212197464075,34.5659637744799,1,Unknown,pre,hurricane-florence_00000047_pre_disaster.json
palu-tsunami,tsunami,2017-01-24 02:18:34,119.8727841851302,-0.8791707910198181,1,Unknown,pre,palu-tsunami_00000095_pre_disaster.json
hurricane-matthew,wind,2016-10-10 16:04:56,,,1,Unknown,post,hurricane-matthew_00000404_post_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.66327390324089,30.18222693432862,1,Unknown,pre,hurricane-michael_00000226_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-78.00152978530116,34.69959422032311,1,no-damage,post,hurricane-florence_00000227_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.98589275258566,34.70838743372484,1,no-damage,post,hurricane-florence_00000257_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.61846623923583,30.25321678799677,27,destroyed,post,hurricane-michael_00000453_post_disaster.json
hurricane-matthew,wind,2016-10-01 15:29:45,-73.78764435221345,18.21843822343765,1,no-damage,post,hurricane-matthew_00000015_post_disaster.json
hurricane-michael,wind,2017-10-05 16:51:27,-85.71782227130545,30.19330301606588,1,Unknown,pre,hurricane-michael_00000506_pre_disaster.json
hurricane-matthew,wind,2016-10-01 15:29:45,-73.75334466469025,18.20263869915054,3,minor-damage,post,hurricane-matthew_00000107_post_disaster.json
mexico-earthquake,earthquake,2017-06-15 17:16:42,-99.19174009523798,19.40595103574326,1,Unknown,pre,mexico-earthquake_00000038_pre_disaster.json
hurricane-matthew,wind,2016-10-01 15:29:45,-73.74997621727917,18.20826604517103,51,destroyed,post,hurricane-matthew_00000046_post_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.65708804643627,29.95890940750822,1,Unknown,pre,hurricane-harvey_00000236_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000786_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.7832409681494,34.05025733633133,1,Unknown,pre,socal-fire_00001051_pre_disaster.json
hurricane-matthew,wind,2016-10-10 16:04:56,-74.10954086855497,18.2539833884037,36,destroyed,post,hurricane-matthew_00000377_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.62140649173334,29.78205182963618,128,destroyed,post,hurricane-harvey_00000403_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000730_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000784_pre_disaster.json
hurricane-matthew,wind,2016-10-10 16:04:56,-74.13784043883756,18.59262177788565,286,destroyed,post,hurricane-matthew_00000124_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.64774022839661,29.53263471242345,7,major-damage,post,hurricane-harvey_00000067_post_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.64995174379777,29.84548607999749,1,Unknown,pre,hurricane-harvey_00000095_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.9963591749568,34.72343802796991,1,Unknown,pre,hurricane-florence_00000402_pre_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.68355265298882,30.22365345488314,22,minor-damage,post,hurricane-michael_00000394_post_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.91793403117919,34.79007496767304,1,Unknown,pre,hurricane-florence_00000447_pre_disaster.json
mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.15598358611882,19.28348731912436,1,no-damage,post,mexico-earthquake_00000149_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8184085321166,34.14310437333481,1,no-damage,post,socal-fire_00000490_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-78.0090939270401,34.71872509592258,33,major-damage,post,hurricane-florence_00000358_post_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6949976650892,38.50711865414615,13,destroyed,post,santa-rosa-wildfire_00000263_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.59262626530692,29.97109165464941,16,destroyed,post,hurricane-harvey_00000518_post_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.87969570130319,34.88043219307743,1,Unknown,pre,hurricane-florence_00000532_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.92455319959544,34.78866038428011,4,major-damage,post,hurricane-florence_00000487_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000380_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.7975586558879,34.12647513956254,1,Unknown,pre,socal-fire_00000925_pre_disaster.json
santa-rosa-wildfire,fire,2017-05-21 19:19:19,-122.6633324569997,38.52100844592369,1,Unknown,pre,santa-rosa-wildfire_00000326_pre_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7100510030243,38.49981989537609,1,Unknown,pre,santa-rosa-wildfire_00000037_pre_disaster.json
socal-fire,fire,2018-10-23 18:50:43,,,1,Unknown,pre,socal-fire_00001393_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.7670324068807,34.11083919728659,1,Unknown,pre,socal-fire_00000716_pre_disaster.json
palu-tsunami,tsunami,2018-10-01 02:26:02,119.8730209335028,-0.8937177337053541,1,no-damage,post,palu-tsunami_00000150_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8406451115953,34.11097034279682,1,Unknown,pre,socal-fire_00000155_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.24063292317604,36.22623076509796,1,Unknown,pre,midwest-flooding_00000187_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000210_post_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.26844575158741,36.26678843969184,1,no-damage,post,midwest-flooding_00000163_post_disaster.json
hurricane-matthew,wind,2016-10-08 15:33:12,-73.55623194140959,18.26851380735394,5,destroyed,post,hurricane-matthew_00000290_post_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.55468284978924,29.48551073182241,1,Unknown,pre,hurricane-harvey_00000263_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.30239578337246,36.14958139169745,3,major-damage,post,midwest-flooding_00000342_post_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.24941458224724,36.15255642241975,1,Unknown,pre,midwest-flooding_00000327_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:17:36,-92.34305758200364,34.72148687040515,1,Unknown,pre,midwest-flooding_00000055_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00001015_pre_disaster.json
palu-tsunami,tsunami,2017-07-12 02:27:03,119.8844914096703,-0.8118964634281317,1,Unknown,pre,palu-tsunami_00000162_pre_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,,,1,Unknown,post,hurricane-harvey_00000322_post_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7356321214829,38.54827723578622,1,no-damage,post,santa-rosa-wildfire_00000218_post_disaster.json
hurricane-matthew,wind,2016-10-11 15:59:14,-74.14356934778945,18.63550788019314,12,destroyed,post,hurricane-matthew_00000326_post_disaster.json
socal-fire,fire,2018-10-23 18:51:21,-118.91794265798,34.04373390325117,1,Unknown,pre,socal-fire_00000846_pre_disaster.json
palu-tsunami,tsunami,2018-10-01 02:26:02,119.9056991920401,-0.9390918570430076,558,destroyed,post,palu-tsunami_00000180_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.56290281446032,29.49132214245494,13,major-damage,post,hurricane-harvey_00000290_post_disaster.json
